代碼,學校名稱,公/私立,縣市名稱,鄉鎮市區名稱,地址,電話
154X4O,花蓮縣萬榮鄉見晴國民小學附設幼兒園,公立,[15]花蓮縣,萬榮鄉,[979]花蓮縣萬榮鄉見晴村7鄰見晴89號,(03)8771574#17
154X4P,花蓮縣秀林鄉水源國民小學附設幼兒園,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉水源村9鄰111號,(03)8572416
154X4Q,花蓮縣秀林鄉銅門國民小學附設幼兒園,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉銅門村9鄰69號,(03)8641174#204
154X4R,花蓮縣卓溪鄉立山國民小學附設幼兒園,公立,[15]花蓮縣,卓溪鄉,[982]花蓮縣卓溪鄉立山村9鄰90號,(03)8842392
154X4S,花蓮縣新城鄉立幼兒園,公立,[15]花蓮縣,新城鄉,[971]花蓮縣新城鄉康樂村2鄰大漢街396號,(03)8261223
154X4V,花蓮縣萬榮鄉立幼兒園,公立,[15]花蓮縣,萬榮鄉,[979]花蓮縣萬榮鄉明利村1鄰明利13-3號,(03)8751446
154X4V-01,花蓮縣萬榮鄉立幼兒園南區分班,公立,[15]花蓮縣,萬榮鄉,[979]花蓮縣萬榮鄉紅葉村1鄰紅葉10號,(03)8875661
154X4X,花蓮縣卓溪鄉立幼兒園,公立,[15]花蓮縣,卓溪鄉,[982]花蓮縣卓溪鄉太平村6鄰79-1號,(03)8883118#20
154X4X-01,花蓮縣卓溪鄉立幼兒園山里分班,公立,[15]花蓮縣,卓溪鄉,[982]花蓮縣卓溪鄉立山村13鄰山里31-5號,(03)8841077
154X51,花蓮縣壽豐鄉立幼兒園,公立,[15]花蓮縣,壽豐鄉,[974]花蓮縣壽豐鄉豐裡村2鄰仁愛街26號,(03)8651366
154X51-01,花蓮縣壽豐鄉立幼兒園北區分班,公立,[15]花蓮縣,壽豐鄉,[974]花蓮縣壽豐鄉平和村10鄰平和路43號,(03)8662179
154X55,花蓮縣吉安鄉立幼兒園,公立,[15]花蓮縣,吉安鄉,[973]花蓮縣吉安鄉永安村20鄰太昌路204號,(03)8573865
154X56,花蓮縣光復鄉立幼兒園,公立,[15]花蓮縣,光復鄉,[976]花蓮縣光復鄉大全村8鄰中山路一段216巷8號,(03)8701107
154X5C,花蓮縣卓溪鄉卓清國民小學附設幼兒園,公立,[15]花蓮縣,卓溪鄉,[982]花蓮縣卓溪鄉卓清村1鄰清水6號,(03)8801163#20
154X5D,花蓮縣卓溪鄉太平國民小學附設幼兒園,公立,[15]花蓮縣,卓溪鄉,[982]花蓮縣卓溪鄉太平村1鄰2號,(03)8841359#15
154X5E,花蓮縣秀林鄉三棧國民小學附設幼兒園,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉景美村15鄰三棧102號,(03)8260330#16
154X5F,花蓮縣豐濱鄉靜浦國民小學附設幼兒園,公立,[15]花蓮縣,豐濱鄉,[977]花蓮縣豐濱鄉靜浦村2鄰靜浦64號,(03)8781021#18
154X5G,花蓮縣豐濱鄉新社國民小學附設幼兒園,公立,[15]花蓮縣,豐濱鄉,[977]花蓮縣豐濱鄉新社村7鄰150號,(03)8711138#18
154X5H,花蓮縣光復鄉太巴塱國民小學附設幼兒園,公立,[15]花蓮縣,光復鄉,[976]花蓮縣光復鄉北富村1鄰中正路二段23號,(03)8701134
154X5I,花蓮縣瑞穗鄉瑞北國民小學附設幼兒園,公立,[15]花蓮縣,瑞穗鄉,[978]花蓮縣瑞穗鄉瑞北村1鄰中正北路2段35號,(03)8873576
154X5J,花蓮縣花蓮市立幼兒園,公立,[15]花蓮縣,花蓮市,[970]花蓮縣花蓮市國風里10鄰和平路705號,(03)8320245
154X5K,花蓮縣鳳林鎮立幼兒園,公立,[15]花蓮縣,鳳林鎮,[975]花蓮縣鳳林鎮鳳智里1鄰公正街8號,(03)8763192
154X5O,花蓮縣瑞穗鄉立幼兒園,公立,[15]花蓮縣,瑞穗鄉,[978]花蓮縣瑞穗鄉瑞祥村2鄰祥北路2段25號,(03)8872885
154X5P,花蓮縣秀林鄉立幼兒園,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉佳民村8鄰133號,(03)8263213
154X5P-01,花蓮縣秀林鄉立幼兒園富世分班,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉富世村6鄰富世97-1號,(03)8610951
154X5P-02,花蓮縣秀林鄉立幼兒園銅門分班,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉銅門村9鄰富世56-2號,(03)8641445
154X5P-03,花蓮縣秀林鄉立幼兒園水源分班,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉水源村11鄰金嵐11-3號,(03)8576441
154X5P-04,花蓮縣秀林鄉立幼兒園和平分班,公立,[15]花蓮縣,秀林鄉,[972]花蓮縣秀林鄉和平村3鄰和平路101號,(03)8681393
154X5Q,花蓮縣吉安鄉光華國民小學附設幼兒園,公立,[15]花蓮縣,吉安鄉,[973]花蓮縣吉安鄉光華村2鄰光華二街180號,(03)8421611#28
154X5S,花蓮縣玉里鎮三民國民小學附設幼兒園,公立,[15]花蓮縣,玉里鎮,[981]花蓮縣玉里鎮三民里5鄰118號,(03)8841183#27
154X5T,花蓮縣玉里鎮高寮國民小學附設幼兒園,公立,[15]花蓮縣,玉里鎮,[981]花蓮縣玉里鎮觀音里4鄰高寮92號,(03)8851078
154X5U,花蓮縣壽豐鄉水璉國民小學附設幼兒園,公立,[15]花蓮縣,壽豐鄉,[974]花蓮縣壽豐鄉水璉村4鄰水璉2街20號,(03)8601228#20
161X04,澎湖縣馬公市立幼兒園,公立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市西文里1鄰104-14號,(06)9213082
161X04-01,澎湖縣馬公市立幼兒園東衛分班,公立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市東衛里8鄰86-10號,(06)9213082
161X04-02,澎湖縣馬公市立幼兒園澎南分班,公立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市鎖港里1鄰19號,(06)9952095
161X05,澎湖縣私立明穗幼兒園,私立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市西衛里1鄰惠民二村22號,(06)9265126
161X06,澎湖縣私立明圓幼兒園,私立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市前寮里8鄰32-20號,(06)9210436
161X07,澎湖縣私立耕讀幼兒園,私立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市西衛里10鄰四維路36號,(06)9267001
161X08,澎湖縣私立至美幼兒園,私立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市重光里13鄰四維路338號,(06)9265838
161X09,澎湖縣私立馬幼幼兒園,私立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市光復里3鄰新生路8號,(06)9261379
164X01,澎湖縣馬公市馬公國民小學附設幼兒園,公立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市光明里15鄰明遠路2號,(06)9267845
164X02,澎湖縣白沙鄉赤崁國民小學附設幼兒園,公立,[16]澎湖縣,白沙鄉,[884]澎湖縣白沙鄉赤崁村21鄰370號,(06)9931048#29
164X03,澎湖縣西嶼鄉池東國民小學附設幼兒園,公立,[16]澎湖縣,西嶼鄉,[881]澎湖縣西嶼鄉池東村7鄰104號,(06)9983301#26
164X04,澎湖縣望安鄉望安國民小學附設幼兒園,公立,[16]澎湖縣,望安鄉,[882]澎湖縣望安鄉西安村9鄰46號,(06)9991931
164X05,澎湖縣七美鄉七美國民小學附設幼兒園,公立,[16]澎湖縣,七美鄉,[883]澎湖縣七美鄉中和村4鄰1號,(06)9971926
164X06,澎湖縣馬公市中興國民小學附設幼兒園,公立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市朝陽里7鄰光復路186號,(06)9272779#3104
164X07,澎湖縣湖西鄉湖西國民小學附設幼兒園,公立,[16]澎湖縣,湖西鄉,[885]澎湖縣湖西鄉湖西村8鄰151號,(06)9921955
164X08,澎湖縣望安鄉花嶼國民小學附設幼兒園,公立,[16]澎湖縣,望安鄉,[882]澎湖縣望安鄉花嶼村1鄰2號,(06)9991740
164X09,澎湖縣白沙鄉吉貝國民小學附設幼兒園,公立,[16]澎湖縣,白沙鄉,[884]澎湖縣白沙鄉吉貝村2鄰8號,(06)9911086#14
164X10,澎湖縣白沙鄉鳥嶼國民小學附設幼兒園,公立,[16]澎湖縣,白沙鄉,[884]澎湖縣白沙鄉鳥嶼村2鄰57號,(06)9916265
164X11,澎湖縣湖西鄉隘門國民小學附設幼兒園,公立,[16]澎湖縣,湖西鄉,[885]澎湖縣湖西鄉隘門村2鄰15號,(06)9212692#40
164X12,澎湖縣湖西鄉沙港國民小學附設幼兒園,公立,[16]澎湖縣,湖西鄉,[885]澎湖縣湖西鄉鼎灣村6鄰75號,(06)9215761
164X13,澎湖縣馬公市中正國民小學附設幼兒園,公立,[16]澎湖縣,馬公市,[880]澎湖縣馬公市中興里14鄰民生路38號,(06)9272758#3107
164X14,澎湖縣西嶼鄉立幼兒園,公立,[16]澎湖縣,西嶼鄉,[881]澎湖縣西嶼鄉外垵村1鄰4之28號,(06)9981244
164X14-01,澎湖縣西嶼鄉立幼兒園竹灣分班,公立,[16]澎湖縣,西嶼鄉,[881]澎湖縣西嶼鄉竹灣村26鄰15之9號,(06)9981105
164X15,澎湖縣湖西鄉立幼兒園,公立,[16]澎湖縣,湖西鄉,[885]澎湖縣湖西鄉湖西村8鄰180號,(06)9921597
164X17,澎湖縣白沙鄉立幼兒園,公立,[16]澎湖縣,白沙鄉,[884]澎湖縣白沙鄉小赤村6鄰小赤崁村51-7號,(06)9932637
164X17-02,澎湖縣白沙鄉立幼兒園吉貝分班,公立,[16]澎湖縣,白沙鄉,[884]澎湖縣白沙鄉吉貝村9鄰2之5號,(06)9911478
164X18,澎湖縣望安鄉將軍國民小學附設幼兒園,公立,[16]澎湖縣,望安鄉,[882]澎湖縣望安鄉將軍村2鄰12-8號,(06)9902360
171K01,基隆市私立嘉美幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區孝忠里10鄰深溪路66號1-3樓,(02)24663786
171K02,基隆市私立嘉成幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區內寮里28鄰基金三路52之6、7號1-2樓,(02)24333938
171K03,基隆市私立長庚森林幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區新崙里25鄰基金一路208巷186、190號1樓,(02)24324188
171K04,基隆市私立愷昀幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區正義里18鄰正義路2巷40號2樓、40、41號3樓,(02)24253228
171K05,基隆市百福非營利幼兒園(委託財團法人彭婉如文教基金會辦理),私立,[17]基隆市,七堵區,[206]基隆市七堵區百福里30鄰福五街1號,(02)24525331
171K06,基隆市私立小象文教幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區永安里15鄰明德一路322號,(02)24558877
171K07,基隆市信義非營利幼兒園(委託社團法人台北市教保人員協會辦理),私立,[17]基隆市,信義區,[201]基隆市信義區東安里4鄰東信路4號,(02)24650418
171K08,基隆市私立薇莘幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區孝深里24鄰孝東路108號1樓,(02)24680769
171K09,基隆市私立城上城幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區鶯安里35鄰麥金路201號2、3樓,(02)24311188
171K0A,基隆市南榮非營利幼兒園(委託財團法人伊甸社會福利基金會辦理),私立,[17]基隆市,仁愛區,[200]基隆市仁愛區育仁里12鄰南榮路319巷36號,(02)24280690
171K0B,基隆市暖西非營利幼兒園(委託社團法人台灣幼兒早期教育協會辦理),私立,[17]基隆市,暖暖區,[205]基隆市暖暖區暖西里1鄰暖暖街350號,(02)24585060
171K0C,基隆市成長非營利幼兒園(委託財團法人成長文教基金會辦理),私立,[17]基隆市,中正區,[202]基隆市中正區正砂里21鄰正榮街88號,(02)24620830
171K0D,基隆市中山非營利幼兒園(委託財團法人伊甸社會福利基金會辦理),私立,[17]基隆市,中山區,[203]基隆市中山區居仁里7鄰通仁街28號,(02)24253109
171K0E,基隆市武崙非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),私立,[17]基隆市,安樂區,[204]基隆市安樂區中崙里6鄰基金二路3巷1號,(02)24319991
171K0F,國立海洋科技博物館員工子女非營利幼兒園(委託社團法人金字塔幼兒教育研究學會辦理),私立,[17]基隆市,中正區,[202]基隆市中正區長潭里4鄰北寧路367號,(02)24690367
171X01,財團法人天主教會台北教區附設基隆市私立亨利幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區真砂里2鄰祥豐街43號,(02)24620215
171X06,財團法人天主教會台北教區基隆市私立若石幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區義昭里3鄰信一路66號,(02)24223485
171X21,輔仁大學學校財團法人基隆市輔大聖心高級中學附設私立幼兒園,私立,[17]基隆市,中山區,[203]基隆市中山區西華里17鄰西定路166號,(02)24277281
171X23,基隆市私立自立幼兒園,私立,[17]基隆市,中山區,[203]基隆市中山區德和里11鄰復興路212巷19弄4、6、8、10、12、14號1樓,(02)24371285
171X24,基隆市私立親親幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區鶯歌里1鄰麥金路230、232、234號1樓至3樓,(02)24312121
171X35,基隆市私立暖心幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區暖西里26鄰暖暖街449號,(02)24582020
171X37,基隆市私立道生幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區東明里12鄰東光路261-17號,(02)24650077
171X41,基隆市私立名人幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區百福里20鄰百三街89巷2、4號1-2樓,(02)24520661
171X42,基隆市私立培利園幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區孝忠里14鄰深溪路55巷48號,(02)24660417
171X4B,基隆市私立小太陽幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區港通里27鄰義一路87號2樓之2、2樓之3、 89號1樓,(02)24234000
171X4C,基隆市私立何佳仁幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區德義里7鄰信二路276號,(02)24211628
171X4D,基隆市私立培利安幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區新豐里27鄰新豐街510號1、2樓,(02)24601212
171X4E,基隆市私立海大幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區新富里20鄰新豐街251巷9弄1號,(02)24697979
171X4F,基隆市私立德寶幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區壯觀里6鄰樂利二街62巷235，236號1樓,(02)24330189
171X4H,基隆市私立全美幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區長興里30鄰東新街84號,(02)24555555
171X4J,基隆市私立安特幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區百福里18鄰百六街100巷25號1樓,(02)24527782
171X4K,基隆市私立貝貝幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區永平里9鄰崇智街27巷26、28號,(02)24565403
171X4M,基隆市私立名將幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區百福里27鄰百七街66、70號,(02)24512222
171X4T,基隆市私立小象童寶幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區堵北里16鄰百六街90、92號1樓,(02)24522288
171X4U,基隆市私立嘉仁幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區百福里28鄰福五街174、174之1、174之2號、174號2樓之1,(02)24518885
171X4W,基隆市私立大華幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區暖同里17鄰暖暖街216號,(02)24583046
171X4Y,基隆市私立幼新幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區碇祥里10鄰碇內街5號、5之1號、7號、7之1號1樓,(02)24582988
171X4Z,基隆市私立奇瓦迪幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區暖西里21鄰暖暖街457號1-3樓,(02)24582020
171X50,基隆市私立小天使幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區過港里16鄰過港路214號2-3樓,(02)24593288
171X51,基隆市私立雙全幼兒園,私立,[17]基隆市,仁愛區,[200]基隆市仁愛區英仁里5鄰南榮路393巷19之1號,(02)24271420
171X52,基隆市私立維也納幼兒園,私立,[17]基隆市,仁愛區,[200]基隆市仁愛區崇文里16鄰南榮路22號2樓,(02)24270425
171X54,基隆市私立愛米爾幼兒園,私立,[17]基隆市,中山區,[203]基隆市中山區中和里37鄰中和路70巷1號,(02)24371212
171X55,私立經國管理暨健康學院附設基隆市幼兒園,私立,[17]基隆市,中山區,[203]基隆市中山區德和里16鄰復興路336號,(02)24372093#605
171X56,基隆市私立蒙特梭利幼兒園,私立,[17]基隆市,中山區,[203]基隆市中山區德安里1鄰德安路79之4號,(02)24373916
171X58,基隆市私立向日葵幼兒園,私立,[17]基隆市,中山區,[203]基隆市中山區中和里17鄰中和路97之1、97之2號2樓,(02)24379900
171X5A,基隆市私立一丫一丫幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區新崙里2鄰基金一路208巷176號,(02)24343399
171X5J,基隆市私立長春藤幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區長樂里11鄰樂利三街8巷33號1樓,(02)24331819
171X5K,基隆市私立耶魯幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區外寮里32鄰武嶺街247之6-10，213之5-9，215，215之1-5號,(02)24312177
171X5M,基隆市私立安琪兒幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區武崙里7鄰基金一路135巷13號,(02)24332095
171X5O,基隆市私立長樂森林幼兒園,私立,[17]基隆市,安樂區,[204]基隆市安樂區興寮里32鄰基金一路121巷36之1號,(02)24324298
171X5Q,基隆市私立資優幼兒園,私立,[17]基隆市,中正區,[202]基隆市中正區正義里18鄰正義路2巷42號,(02)24253228
171X5S,基隆市私立啟賢幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區信綠里20鄰正信路24之54號，24之55號,(02)24651788
171X5W,基隆市私立筌勝幼兒園,私立,[17]基隆市,仁愛區,[200]基隆市仁愛區忠勇里2鄰愛五路19巷34號,(02)24269408
171X5X,基隆市私立柴爾德幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區智慧里1鄰仁一路27號3樓之1、2,(02)24255535
171X5Y,基隆市私立哈博士幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區孝忠里27鄰深美街175號1-3樓,(02)24682222
171X5Z,基隆市私立森美幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區孝忠里11鄰深溪路141、143、145號,(02)24683535
171X60,基隆市私立艾佛頓幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區百福里23鄰福五街42號,(02)24514281
171X68,基隆市私立吉貝兒幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區碇安里5鄰暖碇路153、155號1-2樓,(02)24580023
171X6B,基隆市私立小象幼兒藝術幼兒園,私立,[17]基隆市,暖暖區,[205]基隆市暖暖區暖同里6鄰暖暖街52號,(02)24596888
171X6H,基隆市私立神奇寶貝幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區正明里16鄰南興路90號,(02)24556580
171X6I,基隆市私立人愛幼兒園,私立,[17]基隆市,仁愛區,[200]基隆市仁愛區和明里19鄰仁一路261之8號及261之1號2樓之1,(02)24286565
171X6J,基隆市私立新美幼兒園,私立,[17]基隆市,信義區,[201]基隆市信義區孝忠里17鄰深溪路41號1-4樓,(02)24663079
171X6L,基隆市私立小象幼兒園,私立,[17]基隆市,七堵區,[206]基隆市七堵區正光里15鄰崇禮街28號1-3樓,(02)24557788
173X01,基隆市立過港幼兒園,公立,[17]基隆市,暖暖區,[205]基隆市暖暖區過港里24鄰過港路56號,(02)24581815#30
173X02,基隆市立建德幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區七賢里8鄰安和一街7號,(02)24316118#29
173X03,基隆市中正區中正國民小學附設幼兒園,公立,[17]基隆市,中正區,[202]基隆市中正區中船里24鄰中船路36巷4號,(02)24223064#60
173X04,基隆市中正區和平國民小學附設幼兒園,公立,[17]基隆市,中正區,[202]基隆市中正區社寮里9鄰和一路84巷26號,(02)24621477#60
173X05,基隆市信義區信義國民小學附設幼兒園,公立,[17]基隆市,仁愛區,[200]基隆市仁愛區智仁里15鄰仁二路135號,(02)24213960#60
173X06,基隆市信義區東信國民小學附設幼兒園,公立,[17]基隆市,信義區,[201]基隆市信義區信綠里3鄰正信路26號,(02)24652133#60
173X07,基隆市信義區中興國民小學附設幼兒園,公立,[17]基隆市,信義區,[201]基隆市信義區義民里5鄰信二路40號,(02)24225038#60
173X08,基隆市仁愛區仁愛國民小學附設幼兒園,公立,[17]基隆市,仁愛區,[200]基隆市仁愛區和明里5鄰仁二路139號,(02)24291585
173X09,基隆市仁愛區成功國民小學附設幼兒園,公立,[17]基隆市,仁愛區,[200]基隆市仁愛區光華里1鄰獅球路6號,(02)24313939
173X10,基隆市中山區港西國民小學附設幼兒園,公立,[17]基隆市,中山區,[203]基隆市中山區民治里16鄰中山一路291巷45號,(02)24243032
173X11,基隆市安樂區安樂國民小學附設幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區安和里12鄰安一路177巷23號,(02)24220814
173X12,基隆市七堵區長興國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區長興里19鄰東新街3號,(02)24558901
173X13,基隆市七堵區五堵國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區實踐里4鄰百一街25號,(02)24511457#60
173X14,基隆市中正區八斗國民小學附設幼兒園,公立,[17]基隆市,中正區,[202]基隆市中正區砂子里11鄰北寧路396巷52號,(02)24696797
173X15,基隆市中山區中山國民小學附設幼兒園,公立,[17]基隆市,中山區,[203]基隆市中山區居仁里24鄰通仁街28號,(02)24223053#64
173X16,基隆市中正區正濱國民小學附設幼兒園,公立,[17]基隆市,中正區,[202]基隆市中正區建國里9鄰祥豐街216號,(02)24635552#61
173X18,基隆市仁愛區南榮國民小學附設幼兒園,公立,[17]基隆市,仁愛區,[200]基隆市仁愛區育仁里10鄰南榮路321號,(02)24223038#60
173X19,基隆市中正區忠孝國民小學附設幼兒園,公立,[17]基隆市,中正區,[202]基隆市中正區中正里18鄰中正路656巷150號,(02)24622934#60
173X20,基隆市中山區仙洞國民小學附設幼兒園,公立,[17]基隆市,中山區,[203]基隆市中山區仙洞里12鄰仁安街141號,(02)24262012
173X22,基隆市安樂區武崙國民小學附設幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區武崙里20鄰武崙街203號,(02)24310018#61
173X23,基隆市暖暖區碇內國民小學附設幼兒園,公立,[17]基隆市,暖暖區,[205]基隆市暖暖區碇內里7鄰源遠路258號,(02)24581300#60
173X24,基隆市安樂區西定國民小學附設幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區西川里1鄰新西街1號,(02)24223856#61
173X25,基隆市七堵區華興國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區泰安里4鄰泰安路34號,(02)24512022#60
173X26,基隆市七堵區七堵國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區永平里7鄰明德一路184號,(02)24567116#60
173X27,基隆市中山區中華國民小學附設幼兒園,公立,[17]基隆市,中山區,[203]基隆市中山區通明里16鄰中華路46巷26號,(02)24257800
173X29,基隆市安樂區長樂國民小學附設幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區五福里32鄰樂利三街30巷123號,(02)24322765#65
173X30,基隆市暖暖區暖暖國民小學附設幼兒園,公立,[17]基隆市,暖暖區,[205]基隆市暖暖區暖暖里7鄰暖暖街121號,(02)24592334
173X31,基隆市安樂區建德國民小學附設幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區四維里14鄰安和一街392號,(02)24334216#1060
173X32,基隆市安樂區隆聖國民小學附設幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區內寮里2鄰武隆街107號,(02)24311480#60
173X34,基隆市信義區東光國民小學附設幼兒園,公立,[17]基隆市,信義區,[201]基隆市信義區東信里8鄰東信路236巷16號,(02)24650329#60
173X35,基隆市信義區深澳國民小學附設幼兒園,公立,[17]基隆市,信義區,[201]基隆市信義區孝深里8鄰深澳坑路55-1號,(02)24652940#60
173X37,基隆市七堵區堵南國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區堵南里1鄰大德路120號,(02)24511339#60
173X39,基隆市七堵區瑪陵國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區瑪南里8鄰大成街1號,(02)24565663#60
173X40,基隆市七堵區復興國民小學附設幼兒園,公立,[17]基隆市,七堵區,[206]基隆市七堵區友二里1鄰華新二街21號,(02)24515601#60
173X41,基隆市中山區中和國民小學附設幼兒園,公立,[17]基隆市,中山區,[203]基隆市中山區中和里16鄰中和路64號,(02)24371751#60
173X42,基隆市中山區德和國民小學附設幼兒園,公立,[17]基隆市,中山區,[203]基隆市中山區文化里10鄰文化路164號,(02)24278095#60
173X43,基隆市信義區深美國民小學附設幼兒園,公立,[17]基隆市,信義區,[201]基隆市信義區孝忠里28鄰深美街198號,(02)24654821#60
173X44,基隆市立安心幼兒園,公立,[17]基隆市,安樂區,[204]基隆市安樂區三民里19鄰麥金路482之1號,(02)24303200#10
173X44-02,基隆市立安心幼兒園八斗分班,公立,[17]基隆市,中正區,[202]基隆市中正區八斗里7鄰八斗街57號2樓,(02)24692665
173X44-04,基隆市立安心幼兒園六堵分班,公立,[17]基隆市,七堵區,[206]基隆市七堵區六堵里8鄰工建路104巷17-2號2樓,(02)24515636
173X44-05,基隆市立安心幼兒園百福分班,公立,[17]基隆市,七堵區,[206]基隆市七堵區實踐里26鄰百一街185號,(02)24528194
173X44-06,基隆市立安心幼兒園光華分班,公立,[17]基隆市,仁愛區,[200]基隆市仁愛區光華里26鄰成功一路131號1樓,(02)24338392
173X44-07,基隆市立安心幼兒園中崙分班,公立,[17]基隆市,安樂區,[204]基隆市安樂區中崙里6鄰基金二路3巷7號1-2樓,(02)24328761
174K02,基隆市暖暖區暖江國民小學附設幼兒園,公立,[17]基隆市,暖暖區,[205]基隆市暖暖區過港里4鄰寧靜街3號1-2樓,(02)24574348#20
180X14,國立清華大學附設實驗國民小學附設幼兒園,公立,[18]新竹市,北區,[300]新竹市北區育英里17鄰四維路47號,(03)5286128#601
180X15,國立新竹科學園區實驗高級中等學校附設幼兒園,公立,[18]新竹市,東區,[300]新竹市東區科園里23鄰介壽路300號,(03)5777011#370
181K01,新竹市私立同信幼兒園,私立,[18]新竹市,北區,[300]新竹市北區曲溪里4鄰中華路三段130號,(03)5250006
181K02,新竹市私立理想圓幼兒園,私立,[18]新竹市,東區,[300]新竹市東區仙水里10鄰光復路一段531巷70-3號,(03)6661899
181K03,新竹市私立美加幼兒園,私立,[18]新竹市,東區,[300]新竹市東區關東里3鄰光復路一段20號,(03)5772266
181K04,新竹市私立親仁科園幼兒園,私立,[18]新竹市,東區,[300]新竹市東區新莊里7鄰關新西街49號1-3樓,(03)5787222
181K05,新竹市私立佳佳大自然幼兒園,私立,[18]新竹市,香山區,[300]新竹市香山區內湖里1鄰五福路一段168號及168號2樓,(03)5372951
181K06,新竹市私立何嘉仁東園幼兒園,私立,[18]新竹市,東區,[300]新竹市東區綠水里16鄰博愛街96號1-2樓,(03)5721590
181K07,新竹市私立立人幼兒園,私立,[18]新竹市,北區,[300]新竹市北區長和里4鄰城北街71號,(03)5228811
181K08,新竹市私立熊麻吉幼兒園,私立,[18]新竹市,東區,[300]新竹市東區科園里6鄰科學園路107巷20號1-2樓,(03)5798686
181K09,新竹市私立帝堡幼兒園,私立,[18]新竹市,北區,[300]新竹市北區金華里17鄰光華二街72巷41號1-3樓,(03)5359347
